geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
"[-157.2322, 56.5992, 55.7]",Point,ak12461530,,1.0,12461530,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461530.geojson,,0.0,,",ak12461530,us10004erd,",2.7,ml,,ak,,"101km ENE of Chignik Lake, Alaska",0.7,112,",ak,us,",reviewed,1452487231000,"M 2.7 - 101km ENE of Chignik Lake, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-540,1453440949040,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461530,Feature
"[-169.2599, 52.3947, 17.5]",Point,ak12461529,,,12461529,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461529.geojson,,,,",ak12461529,",2.1,ml,,ak,,"66km SSW of Nikolski, Alaska",0.51,68,",ak,",reviewed,1452486556000,"M 2.1 - 66km SSW of Nikolski, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-660,1452824351988,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461529,Feature
"[-121.5711667, 36.8501667, 4.43]",Point,nc72578411,,,72578411,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578411.geojson,0.01545,,49.0,",nc72578411,",0.86,md,,nc,22.0,"3km W of San Juan Bautista, California",0.07,11,",nc,",reviewed,1452486086420,"M 0.9 - 3km W of San Juan Bautista, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1452916625705,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578411,Feature
"[-98.7369, 36.4797, 5]",Point,us10004df7,,1.0,10004df7,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004df7.geojson,,0.0,116.0,",us10004df7,",3.0,ml,,us,,"32km NW of Fairview, Oklahoma",0.22,138,",us,",reviewed,1452485852800,"M 3.0 - 32km NW of Fairview, Oklahoma",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-360,1453436954848,http://earthquake.usgs.gov/earthquakes/eventpage/us10004df7,Feature
"[-150.7081, 63.142, 110.4]",Point,ak12461506,,,12461506,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461506.geojson,,,,",ak12461506,",1.6,ml,,ak,,"92km WSW of Cantwell, Alaska",0.45,39,",ak,",reviewed,1452485671000,"M 1.6 - 92km WSW of Cantwell, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452824374116,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461506,Feature
"[-118.477, 37.4175, 3.74]",Point,nc72578406,,,72578406,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578406.geojson,0.04006,,118.0,",nc72578406,",0.38,md,,nc,6.0,"6km WNW of Dixon Lane-Meadow Creek, California",0.05,2,",nc,",reviewed,1452485042960,"M 0.4 - 6km WNW of Dixon Lane-Meadow Creek, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452640384990,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578406,Feature
"[-119.5994, 41.9081, 5.4]",Point,nn00526290,,,00526290,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526290.geojson,0.151,,216.33,",nn00526290,",0.9,ml,,nn,5.0,"69km ESE of Lakeview, Oregon",0.0845,12,",nn,",reviewed,1452484705348,"M 0.9 - 69km ESE of Lakeview, Oregon",0,earthquake,",cap,general-link,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452486345274,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526290,Feature
"[-116.8141667, 33.5958333, 8.47]",Point,ci37511896,,,37511896,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511896.geojson,0.04184,,107.0,",ci37511896,",0.18,ml,,ci,19.0,"14km WNW of Anza, California",0.06,0,",ci,",reviewed,1452484599400,"M 0.2 - 14km WNW of Anza, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452547332863,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511896,Feature
"[152.7403, 47.1125, 61.52]",Point,us10004ewp,,1.0,10004ewp,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004ewp.geojson,6.795,0.0,136.0,",us10004ewp,",4.2,mb,,us,,Kuril Islands,0.58,271,",us,",reviewed,1452484560040,M 4.2 - Kuril Islands,0,earthquake,",dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",600,1453436434566,http://earthquake.usgs.gov/earthquakes/eventpage/us10004ewp,Feature
"[-118.546, 35.7608333, 11.02]",Point,ci37511888,,,37511888,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511888.geojson,0.02489,,215.0,",ci37511888,",0.88,ml,,ci,12.0,"10km NW of Wofford Heights, California",0.14,12,",ci,",reviewed,1452484480890,"M 0.9 - 10km NW of Wofford Heights, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452805569977,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511888,Feature
"[-117.4098333, 34.1848333, 8]",Point,ci37511880,,,37511880,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511880.geojson,0.07608,,27.0,",ci37511880,",2.0,ml,,ci,86.0,"4km S of Devore, California",0.17,62,",ci,",reviewed,1452484172300,"M 2.0 - 4km S of Devore, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452548314720,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511880,Feature
"[-177.0266, -15.6101, 390.28]",Point,us10004ewf,,1.0,10004ewf,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004ewf.geojson,5.171,0.0,144.0,",us10004ewf,",4.0,mb,,us,,"189km SE of Sigave, Wallis and Futuna",0.73,246,",us,",reviewed,1452483061710,"M 4.0 - 189km SE of Sigave, Wallis and Futuna",0,earthquake,",dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-720,1453435937882,http://earthquake.usgs.gov/earthquakes/eventpage/us10004ewf,Feature
"[-117.9071667, 33.9525, 3.82]",Point,ci37511872,,4.5,37511872,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511872.geojson,0.01548,894.0,14.0,",ci37511872,us10004dey,",2.98,ml,4.67,ci,102.0,"3km S of Rowland Heights, California",0.23,539,",ci,us,",reviewed,1452482032380,"M 3.0 - 3km S of Rowland Heights, California",0,earthquake,",cap,dyfi,focal-mechanism,general-link,geoserve,impact-text,nearby-cities,origin,phase-data,scitech-link,shakemap,",-480,1453428142040,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511872,Feature
"[-155.2795, 19.3848333, 2.482]",Point,hv61147886,,,61147886,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61147886.geojson,0.002688,,44.0,",hv61147886,",2.15,ml,,hv,35.0,"6km SW of Volcano, Hawaii",0.08,71,",hv,",reviewed,1452481566460,"M 2.2 - 6km SW of Volcano, Hawaii",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-600,1452530464890,http://earthquake.usgs.gov/earthquakes/eventpage/hv61147886,Feature
"[-178.5459, -33.1623, 34.85]",Point,us10004des,,1.0,10004des,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004des.geojson,3.94,0.0,123.0,",us10004des,",4.8,mb,,us,,"194km S of L'Esperance Rock, New Zealand",0.89,354,",us,",reviewed,1452480673210,"M 4.8 - 194km S of L'Esperance Rock, New Zealand",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-720,1453427332316,http://earthquake.usgs.gov/earthquakes/eventpage/us10004des,Feature
"[-163.9702, 52.5349, 35.01]",Point,us10004dvp,,1.0,10004dvp,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004dvp.geojson,1.887,0.0,187.0,",ak12455569,us10004dvp,",3.8,mb,,us,,"214km SE of Akutan, Alaska",0.61,222,",ak,us,",reviewed,1452480574560,"M 3.8 - 214km SE of Akutan, Alaska",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-660,1453426915467,http://earthquake.usgs.gov/earthquakes/eventpage/us10004dvp,Feature
"[124.4305, -0.0682, 62.6]",Point,us10004den,,1.0,10004den,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004den.geojson,1.92,0.0,33.0,",us10004den,",4.9,mb,,us,,"70km SE of Molibagu, Indonesia",1.28,369,",us,",reviewed,1452480102620,"M 4.9 - 70km SE of Molibagu, Indonesia",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",480,1453426261799,http://earthquake.usgs.gov/earthquakes/eventpage/us10004den,Feature
"[-152.4546, 60.0079, 78.8]",Point,ak12455565,,1.0,12455565,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455565.geojson,,0.0,,",ak12455565,us10004deq,",2.6,ml,,ak,,"43km NW of Anchor Point, Alaska",0.63,104,",ak,us,",reviewed,1452479875000,"M 2.6 - 43km NW of Anchor Point, Alaska",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-540,1453425402040,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455565,Feature
"[-122.8284988, 38.8440018, 1.8]",Point,nc72578391,,,72578391,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578391.geojson,0.007681,,63.0,",nc72578391,",1.02,md,,nc,17.0,"9km WNW of Cobb, California",0.01,16,",nc,",automatic,1452479007430,"M 1.0 - 9km WNW of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452482283756,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578391,Feature
"[-178.0973, 50.0672, 32.8]",Point,us10004ers,,1.0,10004ers,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004ers.geojson,,0.0,,",ak12461528,us10004ers,",2.9,ml,,us,,"150km SSE of Amatignak Island, Alaska",0.34,129,",ak,us,",reviewed,1452478345000,"M 2.9 - 150km SSE of Amatignak Island, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-720,1454561276478,http://earthquake.usgs.gov/earthquakes/eventpage/us10004ers,Feature
"[-118.6551667, 35.1221667, 7.99]",Point,ci37511856,,,37511856,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511856.geojson,0.1121,,74.0,",ci37511856,",1.45,ml,,ci,16.0,"18km ESE of Arvin, California",0.17,32,",ci,",reviewed,1452478250430,"M 1.5 - 18km ESE of Arvin, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452522280506,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511856,Feature
"[178.9989, 51.7402, 72.1]",Point,us10004erb,,1.0,10004erb,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004erb.geojson,,0.0,,",ak12461527,us10004erb,",2.9,ml,,us,,"41km SE of Little Sitkin Island, Alaska",1.92,129,",ak,us,",reviewed,1452477842000,"M 2.9 - 41km SE of Little Sitkin Island, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-600,1454561255997,http://earthquake.usgs.gov/earthquakes/eventpage/us10004erb,Feature
"[-98.7625, 36.4755, 8.363]",Point,us10004dek,,2.0,10004dek,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004dek.geojson,,4.0,118.0,",us10004dek,",3.9,ml,3.12,us,,"34km NW of Fairview, Oklahoma",0.89,235,",us,",reviewed,1452477714100,"M 3.9 - 34km NW of Fairview, Oklahoma",0,earthquake,",cap,dyfi,general-link,geoserve,impact-text,nearby-cities,origin,phase-data,shakemap,tectonic-summary,",-360,1453424940127,http://earthquake.usgs.gov/earthquakes/eventpage/us10004dek,Feature
"[-122.828331, 38.8424988, 1.57]",Point,nc72578386,,,72578386,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578386.geojson,0.006817,,58.0,",nc72578386,",0.9,md,,nc,15.0,"9km WNW of Cobb, California",0.02,12,",nc,",automatic,1452477301280,"M 0.9 - 9km WNW of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452480544692,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578386,Feature
"[-152.6684, 60.1658, 85.1]",Point,ak12461505,,,12461505,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461505.geojson,,,,",ak12461505,",1.7,ml,,ak,,"35km S of Redoubt Volcano, Alaska",0.25,44,",ak,",reviewed,1452477143000,"M 1.7 - 35km S of Redoubt Volcano, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452824378595,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461505,Feature
"[-122.7493362, 38.7994995, -0.82]",Point,nc72578381,,,72578381,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578381.geojson,0.019,,133.0,",nc72578381,",0.63,md,,nc,8.0,"2km NNE of The Geysers, California",0.02,6,",nc,",automatic,1452476926990,"M 0.6 - 2km NNE of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452478865626,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578381,Feature
"[-118.1235, 34.1073333, 11.12]",Point,ci37511848,,,37511848,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511848.geojson,0.0294,,93.0,",ci37511848,",1.13,ml,,ci,23.0,"1km NNE of Alhambra, California",0.11,20,",ci,",reviewed,1452476803080,"M 1.1 - 1km NNE of Alhambra, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452550888300,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511848,Feature
"[-117.9277, 37.1016, 12]",Point,nn00526288,,,00526288,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526288.geojson,0.246,,199.36,",nn00526288,",0.4,ml,,nn,4.0,"32km ESE of Big Pine, California",0.1664,2,",nn,",reviewed,1452475230694,"M 0.4 - 32km ESE of Big Pine, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452486158785,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526288,Feature
"[-117.4341667, 33.7068333, 5.52]",Point,ci37511840,,,37511840,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511840.geojson,0.05158,,98.0,",ci37511840,",0.99,ml,,ci,11.0,"11km WNW of Lake Elsinore, California",0.16,15,",ci,",reviewed,1452475097660,"M 1.0 - 11km WNW of Lake Elsinore, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452522314084,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511840,Feature
"[-110.0746667, 44.7581667, 15.78]",Point,uu60135502,,,60135502,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60135502.geojson,0.061,,150.0,",uu60135502,",1.16,md,,uu,6.0,"68km ENE of Old Faithful Geyser, Wyoming",0.16,21,",uu,",reviewed,1452474858200,"M 1.2 - 68km ENE of Old Faithful Geyser, Wyoming",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-420,1452536952070,http://earthquake.usgs.gov/earthquakes/eventpage/uu60135502,Feature
"[178.3216, 51.423, 68.1]",Point,ak12461526,,1.0,12461526,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461526.geojson,,0.0,,",ak12461526,",2.9,ml,,ak,,"59km SSW of Little Sitkin Island, Alaska",0.45,129,",ak,",reviewed,1452474414000,"M 2.9 - 59km SSW of Little Sitkin Island, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,tectonic-summary,",720,1452824403113,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461526,Feature
"[-113.9216, 37.5023, 3.3]",Point,nn00526281,,,00526281,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526281.geojson,0.066,,95.62,",nn00526281,",0.9,ml,,nn,8.0,"19km WSW of Enterprise, Utah",0.2085,12,",nn,",reviewed,1452473774976,"M 0.9 - 19km WSW of Enterprise, Utah",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-420,1452485973813,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526281,Feature
"[-118.8035, 38.6485, 4.4]",Point,nn00526293,,,00526293,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526293.geojson,0.221,,165.39,",nn00526293,",0.6,ml,,nn,5.0,"20km NW of Hawthorne, Nevada",0.1164,6,",nn,",reviewed,1452473370151,"M 0.6 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452486715342,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526293,Feature
"[-117.5958333, 34.3803333, 3.31]",Point,ci37511832,,,37511832,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511832.geojson,0.06816,,31.0,",ci37511832,",1.61,ml,,ci,46.0,"4km ENE of Wrightwood, California",0.2,40,",ci,",reviewed,1452473228070,"M 1.6 - 4km ENE of Wrightwood, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452522376743,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511832,Feature
"[-169.4223, 52.2019, 40.6]",Point,ak12461525,,,12461525,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461525.geojson,,,,",ak12461525,",2.3,ml,,ak,,"90km SSW of Nikolski, Alaska",0.48,81,",ak,",reviewed,1452472497000,"M 2.3 - 90km SSW of Nikolski, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-660,1452824349349,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461525,Feature
"[-116.71, 33.688, 16.19]",Point,ci37511824,,,37511824,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511824.geojson,0.02608,,101.0,",ci37511824,",0.48,ml,,ci,22.0,"6km S of Idyllwild, California",0.1,4,",ci,",reviewed,1452472469330,"M 0.5 - 6km S of Idyllwild, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452551245978,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511824,Feature
"[-150.8378, 63.5544, 15.2]",Point,ak12455408,,,12455408,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455408.geojson,,,,",ak12455408,",1.1,ml,,ak,,"95km WNW of Cantwell, Alaska",0.68,19,",ak,",reviewed,1452471725000,"M 1.1 - 95km WNW of Cantwell, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452640373002,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455408,Feature
"[176.2301, -38.294, 160.06]",Point,us10004de9,,1.0,10004de9,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004de9.geojson,0.694,1.0,109.0,",us10004de9,",4.4,mb,,us,,"17km S of Rotorua, New Zealand",0.52,298,",us,",reviewed,1452471278440,"M 4.4 - 17km S of Rotorua, New Zealand",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",780,1452540576126,http://earthquake.usgs.gov/earthquakes/eventpage/us10004de9,Feature
"[-118.0553333, 36.129, 0.35]",Point,ci37511816,,,37511816,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511816.geojson,0.1803,,101.0,",ci37511816,",0.73,ml,,ci,12.0,"13km NW of Coso Junction, California",0.19,8,",ci,",reviewed,1452470744700,"M 0.7 - 13km NW of Coso Junction, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452522439732,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511816,Feature
"[-96.7632, 35.9736, 5.55]",Point,us10004de4,,2.7,10004de4,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004de4.geojson,0.021,3.0,73.0,",us10004de4,",2.3,ml,,us,,"1km SSE of Cushing, Oklahoma",0.52,82,",us,",reviewed,1452470512290,"M 2.3 - 1km SSE of Cushing, Oklahoma",0,earthquake,",cap,dyfi,general-link,geoserve,impact-text,nearby-cities,origin,phase-data,tectonic-summary,",-360,1452529730491,http://earthquake.usgs.gov/earthquakes/eventpage/us10004de4,Feature
"[128.3031, -3.3228, 48.95]",Point,us10004de6,,1.0,10004de6,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004de6.geojson,3.96,0.0,97.0,",us10004de6,",4.2,mb,,us,,"7km WNW of Kairatu, Indonesia",1.45,271,",us,",reviewed,1452470459080,"M 4.2 - 7km WNW of Kairatu, Indonesia",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",540,1452471167708,http://earthquake.usgs.gov/earthquakes/eventpage/us10004de6,Feature
"[-147.3219, 64.9927, 0]",Point,ak12455397,,,12455397,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455397.geojson,,,,",ak12455397,",1.8,ml,,ak,,"23km NNE of Badger, Alaska",0.34,50,",ak,",reviewed,1452470399000,"M 1.8 - 23km NNE of Badger, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,",-540,1452640361843,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455397,Feature
"[164.0721, 54.9036, 29.55]",Point,us10004de2,,1.0,10004de2,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004de2.geojson,3.715,0.0,126.0,",us10004de2,",4.9,mb,,us,,"126km WSW of Nikol'skoye, Russia",0.81,369,",us,",reviewed,1452469736820,"M 4.9 - 126km WSW of Nikol'skoye, Russia",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",660,1452470734170,http://earthquake.usgs.gov/earthquakes/eventpage/us10004de2,Feature
"[-116.2246, 36.5377, 5.4]",Point,nn00526271,,,00526271,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526271.geojson,0.097,,148.98,",nn00526271,",-0.1,ml,,nn,15.0,"42km NNW of Pahrump, Nevada",0.0912,0,",nn,",reviewed,1452469312778,"M -0.1 - 42km NNW of Pahrump, Nevada",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452471283513,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526271,Feature
"[-119.9377, 39.5648, 6.7]",Point,nn00526269,,,00526269,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526269.geojson,0.047,,58.08,",nn00526269,",0.5,ml,,nn,23.0,"5km N of Mogul, Nevada",0.1165,4,",nn,",reviewed,1452468714536,"M 0.5 - 5km N of Mogul, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452470903359,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526269,Feature
"[-122.276, 37.089, 9.27]",Point,nc72578376,,,72578376,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578376.geojson,0.1013,,235.0,",nc72578376,",1.62,md,,nc,18.0,"12km WNW of Bonny Doon, California",0.04,40,",nc,",reviewed,1452468695420,"M 1.6 - 12km WNW of Bonny Doon, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1452837139443,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578376,Feature
"[-141.1575, 62.0405, 11.6]",Point,ak12461375,,,12461375,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461375.geojson,,,,",ak12461375,",1.0,ml,,ak,,"172km SSE of Tok, Alaska",0.45,15,",ak,",reviewed,1452468449000,"M 1.0 - 172km SSE of Tok, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452824377465,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461375,Feature
"[-66.2062, 18.3617, 59]",Point,pr16010011,,1.0,16010011,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16010011.geojson,0.12666246,0.0,230.4,",pr16010011,us10004df6,",2.8,Md,,pr,5.0,"1km SE of Pajaros, Puerto Rico",0.1,121,",pr,us,",REVIEWED,1452468151600,"M 2.8 - 1km SE of Pajaros, Puerto Rico",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-240,1454221859618,http://earthquake.usgs.gov/earthquakes/eventpage/pr16010011,Feature
"[-122.7959976, 38.8354988, 1.35]",Point,nc72578371,,,72578371,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578371.geojson,0.01687,,137.0,",nc72578371,",1.01,md,,nc,9.0,"6km WNW of Cobb, California",0.01,16,",nc,",automatic,1452467918550,"M 1.0 - 6km WNW of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452474124418,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578371,Feature
"[-118.9175, 37.6643333, 3.56]",Point,nc72578366,,,72578366,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578366.geojson,0.01327,,170.0,",nc72578366,",0.42,md,,nc,8.0,"5km ENE of Mammoth Lakes, California",0.06,3,",nc,",reviewed,1452467134580,"M 0.4 - 5km ENE of Mammoth Lakes, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452549467010,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578366,Feature
"[-116.2443333, 34.6985, 2.06]",Point,ci37511800,,,37511800,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511800.geojson,0.07815,,60.0,",ci37511800,",1.66,ml,,ci,15.0,"8km WSW of Ludlow, California",0.19,42,",ci,",reviewed,1452466731500,"M 1.7 - 8km WSW of Ludlow, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452522442850,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511800,Feature
"[-147.9308, 62.173, 39.7]",Point,ak12455314,,,12455314,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455314.geojson,,,,",ak12455314,",1.5,ml,,ak,,"63km NE of Sutton-Alpine, Alaska",0.64,35,",ak,",reviewed,1452466516000,"M 1.5 - 63km NE of Sutton-Alpine, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810547460,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455314,Feature
"[-118.79, 38.6589, 10.5]",Point,nn00526276,,,00526276,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526276.geojson,0.212,,153.38,",nn00526276,",1.2,ml,,nn,8.0,"20km NW of Hawthorne, Nevada",0.088,22,",nn,",reviewed,1452466495634,"M 1.2 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452472023819,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526276,Feature
